wg	spen	enhanceable
ich	flz	suppressible
Usp47|rl	poe	suppressible
Pi3K92E|btl::Egfr	raptor	suppressible
sqh	zip	enhanceable
hh	oro	suppressible
Nf1	Dap160	suppressible
scrib	dome	suppressible
Ret	l(3)S081003	suppressible
Raf	ER3-5	enhanceable
vap	Egfr	suppressible
dlp	arm	enhanceable
ct	wg	enhanceable
N	ena	enhanceable
csw	S	enhanceable
ND-42	NLaz	suppressible
svp	drk	enhanceable
mgr	βTub56D	suppressible
if	mew	suppressible
Ssdp	Gαs	enhanceable
Stat92E|Src42A	Src64B	suppressible
brk|tkv|yki	Mad	suppressible
Myc	Diap1	suppressible
RpI135	RpS13	enhanceable
rpr	DUBAI	enhanceable
eya	dac	enhanceable
ago|Myc	puf	suppressible
dco	Zyx	suppressible
peb	eIF4A	enhanceable
Zfrp8	pnr	suppressible
tna	γTub23C	suppressible
Dg	Dad	suppressible
Apc	ebd1	suppressible
DNaseII	Drep1	suppressible
ftz	Gug	suppressible
iPLA2-VIA	Vps35	enhanceable
ph-p	tou	enhanceable
CycE	CycA	enhanceable
Dsor1	Ets21C	suppressible
Atg1	Cpsf6	suppressible
Rala	msn	suppressible
N	sAM16	enhanceable
Dref	Hsf	suppressible
ine	Nf1	suppressible
btl::Egfr	lilli	enhanceable
Prosβ2|Prosβ6	lncRNA:Hsrω	suppressible
Nsf2	btn	suppressible
cpx	wit	suppressible
ds	ft	enhanceable
sns	hbs::sns	suppressible
sti	Rho1	suppressible
hpo	dome	suppressible
Snr1	brm	suppressible
Vha68-1	Vha68-3	enhanceable
Notum	mir-315	enhanceable
Raf::tor	csw	suppressible
Atg1	Atg8a	enhanceable
Ret	Jra	enhanceable
Cbl	Egfr	suppressible
TBPH	caz	suppressible
Uvrag	pan	suppressible
dom	pum	enhanceable
Raf::tor	cnk	enhanceable
Cenp-C	cal1	suppressible
crb	Sec24CD	enhanceable
Ras85D	Med|Pten|p53	suppressible
br	LIMK1	enhanceable
Gug	ft	enhanceable
Wnt5	fz	suppressible
Myc	rept	suppressible
hid	Den1	suppressible
Syx7	grnd	enhanceable
lab	pb	suppressible
Trf2	Nepl5	suppressible
Sxl	vir	suppressible
rpr	mir-14	suppressible
Ras85D	p53	suppressible
dx	f06222	suppressible
N	Prosβ2	enhanceable
Pp2B-14D	CE3-2	enhanceable
path	S6k	suppressible
Egfr::kek1	Egfr	enhanceable
Raf	cnk	enhanceable
park	Sod1	suppressible
InR	srl	enhanceable
arm	Fas3	suppressible
prd	gsb::Mmus_Pax3	suppressible
phyl	sina	suppressible
Tsc1|gig	Pi3K59F	suppressible
rpr	Imp	suppressible
nmo	Dad	enhanceable
yki	Tao	enhanceable
bonsai	Dp	suppressible
emc	RpS17	suppressible
peb	Rho1	enhanceable
Ras85D|l(2)gl|upd1	upd2	suppressible
sli	sd	suppressible
TER94	TBPH	enhanceable
upd1	sqh	enhanceable
Pp2B-14D	sra	suppressible
wg	arm	enhanceable
Snap25	Snap24	suppressible
E2f1|Dp	Rbf	suppressible
dpp	gbb	suppressible
cnk	Nsf2	suppressible
dsh	kay	enhanceable
shn	Clk	suppressible
Mhc	Act88F	enhanceable
aos	SM3-2	enhanceable
unc-5	eve	enhanceable
CycE	S(CycE<up>JP</up>)E9S1	suppressible
peb	dve	suppressible
lqf	aux	enhanceable
wg	sgl	suppressible
Tl	InR	suppressible
msn	dock	suppressible
wg	Nup154	suppressible
kto	skd	suppressible
Zyx	ena	enhanceable
HUWE1	p53	suppressible
Dcr-1	p53	suppressible
Mtl|Rac1|Rac2	Cdc42	suppressible
shi	BicD	enhanceable
tam	park	enhanceable
rg	Ras85D	suppressible
DCTN1-p150	SG46	suppressible
Psn	gl	enhanceable
Pink1|trc	Miro	enhanceable
hng1	CG4404	enhanceable
TBPH	DCTN1-p150	suppressible
NT1|spz5	Tl	suppressible
sens	msk	enhanceable
Abi	SCAR	enhanceable
mop	yki	suppressible
14-3-3ε	Ras64B	suppressible
hid	Ret	suppressible
sog	tok	suppressible
hng1	dpp	enhanceable
Dad1	Mekk1	enhanceable
TBCD	Arl2	enhanceable
mbl	rpr	suppressible
l(2)gl	numb	enhanceable
hid	Ras85D	enhanceable
Lis-1	shg	suppressible
nwk	wit	suppressible
Rab2	Rab7	suppressible
Rac1	muc	enhanceable
OSCP1	Diap1	suppressible
Ras85D|l(2)gl	Src42A	suppressible
nod	neb	enhanceable
btl|stumps	Dsp1	suppressible
cg	fj	suppressible
Mitf	Vha68-2	enhanceable
FER	puc	enhanceable
C3G	ksr	suppressible
arm	Psn	suppressible
Dl	tsh	suppressible
fz	kay	enhanceable
ci	hh	suppressible
tup	vvl	enhanceable
Fbxl7	cindr	suppressible
Rab11	bchs	suppressible
amos	Dl	suppressible
Nsf2	Dl	suppressible
CanB|Pp2B-14D	CS3-1	suppressible
Ras85D	BHD	suppressible
Rok	sqh	suppressible
dsh	sqh	suppressible
tra2	tra2::U2af50	suppressible
nab	rn	suppressible
Dredd	Rel	enhanceable
Pink1	DJ-1α	suppressible
btl|stumps	stan	enhanceable
Cdc42	NFAT	suppressible
p120ctn	shg	enhanceable
γTub37C	E(γTub37C<up>1</up>)	enhanceable
orb	Fmr1	enhanceable
arm	dsh	enhanceable
kay	XNP	enhanceable
Scr	skd	suppressible
Stat92E	BHD	suppressible
Src42A	puc	suppressible
ocm	mle	suppressible
Bx	drpr	suppressible
Pi3K92E	foxo	enhanceable
frtz	fy	suppressible
Snmp1	Or83c	suppressible
ey	ct	enhanceable
Snmp1	ninaD	enhanceable
mir-305	Pi3K92E	suppressible
psq	tor	suppressible
Egfr	Dhc64C	enhanceable
Mer	E(Mer)IIb	suppressible
Myc	Hcf	suppressible
Rac1	hep	enhanceable
mor	Dcr-2	suppressible
sno	vg	suppressible
Fmr1	Zfrp8	suppressible
puc	Atg1	suppressible
Klp64D	Kap3	enhanceable
Pink1	STUB1	enhanceable
mam	klu	suppressible
tsh	Axn	suppressible
dpp	Mad	suppressible
Pc	Caf1-180	suppressible
Mer	dpp	suppressible
Arr2	lace	suppressible
dpp	dpp::Hsap_BMP4	suppressible
bw	asf1	suppressible
tut	cbc	suppressible
Dronc	Hsp60D	suppressible
cact	spz	enhanceable
IKKε	f	suppressible
unc-5	Fas2	suppressible
ct	fs(1)h	enhanceable
park	Opa1	enhanceable
grim::rpr	morgue	suppressible
dgo	stan	enhanceable
dsh	pk	suppressible
sei	Ca-α1D	suppressible
l(1)sc	da	suppressible
Ret	l(3)S056113	suppressible
Ras64B	sty	enhanceable
mam	Su(H)	suppressible
Wee1	trbl	suppressible
Gαo	pins	enhanceable
Lsm12a	per	suppressible
wg	tum	suppressible
smo	swm	enhanceable
tok	sog	suppressible
Scm	gpp	enhanceable
gl	dog	enhanceable
Ras85D	hep	suppressible
Alg3	wts	suppressible
hbs	Psn	enhanceable
eag	Sh	enhanceable
nmo	spi	suppressible
tsl	fs(1)M3	enhanceable
PGRP-LB	PGRP-SD	suppressible
tant	Asx	suppressible
Su(H)	arm	enhanceable
brat	btd	suppressible
RpII140	su(RpII140<up>Z36</up>)S2	enhanceable
Dg	Sema2a	suppressible
w	Gas41	suppressible
peb	heix	suppressible
RpII140	su(RpII140<up>Z36</up>)S4	suppressible
hh	Gprk2	suppressible
foxo	Akt1	suppressible
Cdk1	CycA	suppressible
RacGAP84C	grp	enhanceable
osa	tara	enhanceable
bip1	Stat92E	suppressible
spdo	fng	enhanceable
Chi	Fer2LCH	enhanceable
TBPH	CG42458	suppressible
Src64B	Rho1	enhanceable
aos	lep	suppressible
miple1	arm	suppressible
btl	kni	suppressible
fz	Rho1	enhanceable
Cdc16	Cdc23	suppressible
Nsf2	GS8172	suppressible
Lar	Rac1	enhanceable
ttk	Mi-2	suppressible
ftz	E(ftz)20	enhanceable
cindr	cpa	suppressible
su(Hw)|ct	mam	suppressible
btl::tor	vap	suppressible
Dcr-2|Eogt	Dhod	suppressible
H	insc	enhanceable
Wnt5	Drl-2	suppressible
BRWD3	yem	suppressible
okr|p53	mei-W68	enhanceable
Der-1	TER94	suppressible
H	ey	suppressible
CG42709	N	enhanceable
hpo	sd	suppressible
Dl	Fkbp14	suppressible
mir-9a	Mhc	suppressible
Vang	dco	enhanceable
Ras85D	aos	suppressible
scb	LanA	suppressible
robo2	robo1	suppressible
btl|stumps	RhoGEF2	suppressible
w	Gug	enhanceable
Trim9	fra	suppressible
aop	Sin3A	enhanceable
brat	Wwox	enhanceable
sgl	wg	enhanceable
trbl	S6k	enhanceable
foxo	Fer2	suppressible
sti	AGO1	suppressible
aux	Clc	enhanceable
fz	arm	suppressible
sha	fz	suppressible
yki	Myc	suppressible
Pink1|park	HtrA2	enhanceable
hep	Mkk4	suppressible
smo	Stat92E	suppressible
Gαq|Itp-r83A|Plc21C	SERCA	suppressible
fz2	LanA	enhanceable
Dl	Su(dx)	suppressible
tutl	Kap-α3	suppressible
Egfr	hh	suppressible
gro	dgrn	suppressible
His1:CG31617	tefu	suppressible
Gyc76C	Sema1a	suppressible
brat	mor	enhanceable
Pc	wts	enhanceable
SoxN	D	suppressible
hpo	hid	suppressible
cno|scrib	Ras85D	enhanceable
upd1	Csk	enhanceable
Hsc70-4	Csp	suppressible
N	E(spl)mβ-HLH	suppressible
chm	HDAC1	suppressible
a(2)48	a(1)48	enhanceable
Ras85D	CrebB	suppressible
14-3-3ε	foxo	enhanceable
Idh3b	Wwox	suppressible
pnr	kis	enhanceable
N	Rbfox1	enhanceable
mei-41	MCPH1	enhanceable
Traf4	Tak1	suppressible
neb	nod	suppressible
sisA	dpn	suppressible
wg	gsb	enhanceable
DAAM	Mtl|Rac1|Rac2	enhanceable
Liprin-β	trio	suppressible
Pp2B-14D	CE2-1	enhanceable
aos	lz	enhanceable
Ras85D|dlg1	Tor	enhanceable
Ras85D	dgt2	suppressible
N	numb	suppressible
tra	Doa	suppressible
pnr	glec	suppressible
Top3β	Fmr1	suppressible
Ras85D|Vps15	Lkb1	suppressible
hep	Sox21a	suppressible
Egfr	sty	enhanceable
cindr	cpb	suppressible
E2f1	pan	enhanceable
dpp	mxc	enhanceable
mr	Liprin-α	enhanceable
fra	mys	suppressible
gcm	Hr39	suppressible
Egfr	kek1	suppressible
Pc	Sirt1	suppressible
sens	HDAC1	enhanceable
dco	d	enhanceable
Opa1	PPP1R15	enhanceable
Dg	nAChRα6	suppressible
sei	cac	enhanceable
Surf1	sima	enhanceable
tutl	bdl	enhanceable
cort	Cks30A	suppressible
Ptp69D	Ptp52F	suppressible
Zasp52	Zasp66	suppressible
Dl	caup	suppressible
hh	Su(hh)I	suppressible
dom	Ino80	suppressible
nos	cup	enhanceable
siz	CadN	enhanceable
mam	Nipped-A	suppressible
B-H1	Raf	suppressible
Dys	l(3)L4092	suppressible
Dl|ct	Pi3K92E	suppressible
Syx7	sd	enhanceable
ct	brat	suppressible
upd1	D	suppressible
N|e(r)	H	enhanceable
Raf	Su(phl)43B	enhanceable
fz	stan	enhanceable
grau	cort	suppressible
L	CG12054	suppressible
pnr	EP1125	suppressible
crb	shg	suppressible
H	emc	suppressible
Pi3K92E	Akt1	enhanceable
Sema1a	Gyc76C	suppressible
Ras85D|fmt	bsk	enhanceable
Ras85D	SM3-8	suppressible
S6kII	Dsor1	suppressible
erm	E(spl)mγ-HLH	suppressible
arm	spen	enhanceable
hng1	hng3	suppressible
mir-275	bam	enhanceable
N	klg	enhanceable
ClC-b	Trpml	enhanceable
sax	Mad	enhanceable
Ced-12	Sos	enhanceable
csw	vn	suppressible
gbb	scw	suppressible
SNF4Aγ	kuz	enhanceable
Antp	pb	suppressible
Ras85D	Egfr	suppressible
CycB	Sse	suppressible
N	Tbp	suppressible
Ras85D|l(2)gl	wupA	enhanceable
hdm	mei-218	enhanceable
Alg3	grnd	suppressible
eys|prom	zip	enhanceable
nmo	unc-13-4A	suppressible
peb	ps	enhanceable
arm	puc	enhanceable
upd1	l(1)3Ag	suppressible
obk	l(2)gd1	enhanceable
Ras85D	tay	enhanceable
brat	zld	enhanceable
EcR	Pten	enhanceable
Pten	Acn	enhanceable
Rala	p38b	suppressible
CycB	CycA	enhanceable
brm	pont	suppressible
Kr	rept	suppressible
Gk1	ry	suppressible
CycE	drk	enhanceable
Raf	eya	enhanceable
Smox	Pten	enhanceable
hep	pan	enhanceable
Nsf2	CG42450	enhanceable
scny	Diap1	enhanceable
H	nmo	enhanceable
Raf	EY2-5	enhanceable
cup	otu	suppressible
IKKε	nuf	suppressible
N	CycE	suppressible
kermit	fz	suppressible
mars	Tlk	suppressible
fred	Su(H)	suppressible
if	e(if)1	enhanceable
sim	sli	enhanceable
hppy	Tor	suppressible
Su(var)3-3	lid	suppressible
w	Pcl	enhanceable
Dref	l(1)G0372	enhanceable
grass	psh	enhanceable
mwh	in::mwh	enhanceable
foxo	dj-1β	suppressible
H	CG8788	suppressible
cnk	Prp19	enhanceable
Atg1	Tsc1|gig	enhanceable
Act88F	Mhc	enhanceable
Rbf	CycD	suppressible
ro	hh	enhanceable
Hr51	Tsc1	suppressible
dally	wg	suppressible
Klp61F	Klp54D	enhanceable
scrib	smi51A	suppressible
N	Acn	enhanceable
Pvr	dco	enhanceable
Debcl	Buffy	enhanceable
Snoo	dpp	enhanceable
Tom	α4GT1	enhanceable
dsh	hep	suppressible
mbc	Sos	suppressible
L	esg	enhanceable
Apc2|Apc	sgg	suppressible
sens	sd	enhanceable
Gαo	kermit	suppressible
ct	mor	suppressible
pins	Gαo	enhanceable
mago	osk	suppressible
Nct	N	suppressible
Sirt1	foxo	enhanceable
Bx|ap	EP2-1080	suppressible
mio	Nprl2	suppressible
Pi3K21B	Pi3K92E	suppressible
dsh	Rab5	enhanceable
Prosβ2	H	suppressible
hpo	Tao	enhanceable
Vps15	Lkb1	suppressible
tefu	Tctp	enhanceable
Dl|lola|psq	Rbf	suppressible
Stat92E	wg	enhanceable
Cpn	Calx	suppressible
sim	CycE	suppressible
Snr1	ci	enhanceable
rl	step	suppressible
wg	arr	suppressible
E2f1	His2Av	suppressible
yki	14-3-3ε|14-3-3ζ	enhanceable
eas	mei-P26	suppressible
Vang	bdg	suppressible
C3G	Rap1	suppressible
14-3-3ζ|yki	14-3-3ε	suppressible
upd1	sax	enhanceable
Ent2	AdoR	enhanceable
H	Rbfox1	enhanceable
peb	Oamb	suppressible
cindr	WASp	enhanceable
Vrp1	SCAR	suppressible
L	rod	suppressible
Akt1	trbl	enhanceable
dlg1	Myd88	suppressible
N	RpL13A	suppressible
insv	N	suppressible
fs(1)Yb	ptc	suppressible
Rho1	Cdc42	suppressible
Rac1	nmo	enhanceable
arm	ovo	suppressible
Apc2|Apc	hep	suppressible
sty	RasGAP1	suppressible
DnaJ-1	N	enhanceable
w	Ufo	suppressible
bchs	αTub84B	enhanceable
PDZ-GEF	Ras85D	suppressible
wg	Nrt::wg	enhanceable
Su(H)	gro	enhanceable
SNF4Aγ	Hmgcr	suppressible
Kr	Stip1	suppressible
fj	ds	enhanceable
Rab8	POSH	enhanceable
Ras85D|l(2)gl	puc	enhanceable
Rbf|rno	Dronc	enhanceable
aop	RasGAP1	suppressible
pnt	stg	enhanceable
Apc2|Apc	mys	suppressible
Nf1	NAAT1	suppressible
chic	Diap1	suppressible
HDAC1|pnr	CtBP	suppressible
Nup98-96	bip1	suppressible
hec	fru	suppressible
Rho1	cta	suppressible
nab	brk	suppressible
Rho1	Rok	suppressible
hid	egr	enhanceable
trp	Calx	enhanceable
jus	CadN	suppressible
Abl	eya	suppressible
Cdk7	hay	suppressible
nej	Ubx	suppressible
hid|spen	nito	suppressible
dup	Myc	enhanceable
CycE	Egfr::tor	enhanceable
p53	ago	enhanceable
Sxl|snf	AspRS	suppressible
Liprin-α	Liprin-β	suppressible
aos	E-3c7	suppressible
Raf	spen	suppressible
mei-P26	bam	suppressible
kcc	tau	suppressible
Det	Incenp	enhanceable
CG1139|foxo	Akt1	suppressible
Ras85D	Dis3	suppressible
kermit	mwh	suppressible
TBPH	sm	enhanceable
sha	Vang	suppressible
Snr1	HDAC3	enhanceable
Kap-α1	Fs(2)Ket	enhanceable
phyl	tal	enhanceable
Kr	Sap130	suppressible
Dcr-2|Arf51F	Efa6	suppressible
Vang	stan	suppressible
Dsp1	Pc	enhanceable
Tap42	mts	suppressible
ND-42	out	enhanceable
hb	dan	enhanceable
dom	N	suppressible
Kr	Rab6	suppressible
Bx|ap	CG8405	suppressible
osk	bcd|tsl	enhanceable
w	Su(w<up>ch</up>)	enhanceable
ed	H	enhanceable
Bx	Ssdp	enhanceable
crb	scrib	enhanceable
uif	N	enhanceable
sc	emc	suppressible
PDZ-GEF	shg	suppressible
csw	mask	enhanceable
caz	rho	enhanceable
ago	bnl	suppressible
L	sgg	suppressible
CycE	S(CycE<up>JP</up>)42S33	enhanceable
Fmr1	chic	enhanceable
Dcp-1	SNF4Aγ	suppressible
mxc	Scm	suppressible
Doc2	tin	suppressible
EP596	H	suppressible
Ras85D|l(2)gl	ben	suppressible
tll	amon	suppressible
DopEcR	Dop1R1	suppressible
slim	Ask1	suppressible
wg	lgs	enhanceable
shg	dlg1	enhanceable
Cow	wg	suppressible
CkIIα	orb	suppressible
spn-A	aurA	suppressible
hh	fu	suppressible
hb	pdm2	suppressible
Mad	yki	enhanceable
H	cno	suppressible
snk	pip	suppressible
pnr	Akap200	suppressible
csw	rl	suppressible
Raf	ER3-3	suppressible
Nedd4	Ndfip	suppressible
Ras85D|dlg1	Pi3K92E	enhanceable
BRWD3	Hira	suppressible
grim	hid	suppressible
Pp2B-14D	CanB2	suppressible
Pc	trx	suppressible
Psc|mbf1	pcm	suppressible
rho	AnxB9	suppressible
Dd	Dad	suppressible
pb	skd	enhanceable
dx	N	enhanceable
trpl	trp	suppressible
sev|Sos	ast	suppressible
Dysb	Arpc1	enhanceable
Antp	d	suppressible
Ubx	Asx	suppressible
rpr	Dark	suppressible
p38b	per	suppressible
dup	mei-41	suppressible
if	Pgant3	enhanceable
f	E(f)	suppressible
gbb	gbb::Hsap_BMP7	suppressible
pbl	flr	suppressible
dpp	cype	suppressible
bgm	hll	enhanceable
ci	dap	suppressible
p53	mir-285	suppressible
Jra	Jra::kay	suppressible
mbl	Traf4	suppressible
Lkb1	AMPKα	enhanceable
r	CRMP	suppressible
CycB	chic	enhanceable
ph-p	tara	suppressible
Appl	Fas2	enhanceable
RYBP	Fadd	enhanceable
msn	Nrt	suppressible
Pink1	Atg1	enhanceable
wg	oro	enhanceable
dom	Marcal1	suppressible
Diap1	eff	suppressible
comm	elav	suppressible
dac	hh	suppressible
Ras85D	CG6907	suppressible
TER94	PTPMT1	suppressible
gcm	l(2)gd1	enhanceable
para	sna	suppressible
ftz	E(ftz)4758	suppressible
shg	l(3)09291	enhanceable
shf	shf::Drer_wif1	suppressible
fy	mwh	suppressible
brat	klu	enhanceable
Shark	Jra	suppressible
park	MTF-1	enhanceable
Dg	l(2)k09848	enhanceable
hiw	tkv	suppressible
Diap1	AGO2	suppressible
peb	Rpn6	suppressible
eIF4E1	Lk6	enhanceable
Ret	l(3)S133117	suppressible
Diap1	Buffy	suppressible
aurA|sqh	Rok	suppressible
tow	Rho1	enhanceable
hid	mir-278	enhanceable
bam	vas	enhanceable
chb	dve	suppressible
crb	flw	enhanceable
smo	E(smoDN)G	enhanceable
ro	Su(ro<up>DOM</up>)1993	enhanceable
Atx2	per	suppressible
Usp7	bur	suppressible
RhoGEF2	Rok	suppressible
Ih	VGlut	suppressible
Hsc70-4	H	suppressible
pnr	CG6701	enhanceable
Cka	Jra	enhanceable
Egfr	Bap170	enhanceable
rad50	aurA	suppressible
mira	shot	suppressible
trx	ash1	suppressible
vn	Prosβ2	suppressible
conu	Arf51F	suppressible
Egfr	Pvr	enhanceable
InR	Tl	enhanceable
poly	Akt1	enhanceable
l(2)gd1	Hrs	enhanceable
Rok	hts	suppressible
sl	vn	suppressible
Piezo	ppk26	suppressible
pnut	bsk	suppressible
RhoGEF2	zip	enhanceable
orb	CkIIα	enhanceable
N	Nipped-A	suppressible
z	Su(z)4	enhanceable
Tat	nompC	enhanceable
Dronc	lncRNA:Hsrω	suppressible
Dl	Hipk	enhanceable
wg	ken	suppressible
WASp	Cdc42	enhanceable
Itp-r83A	Rala	enhanceable
vtd	dl	suppressible
Wnt2|wg	wntD	suppressible
Atg9	Akt1	suppressible
DCTN1-p150	CG4562	enhanceable
dpp	Su(dpp)YE28	enhanceable
Rho1	rin	enhanceable
ct|su(Hw)	Nipped-A	suppressible
scrib	bsk	suppressible
shv	shg	suppressible
Atg1	CstF64	suppressible
Magi	RASSF8	enhanceable
ct	Su(z)2	suppressible
yki	14-3-3ε	enhanceable
Myt1|Wee1	N	enhanceable
osk	esg	suppressible
peb	blw	enhanceable
svp	Kr	suppressible
Ras85D	phyl	suppressible
bw	Prp3	suppressible
aos	bul	suppressible
ND-42	Ldh	suppressible
tor	Su(tor)2-4	suppressible
Dl|lola|psq	ato	enhanceable
eas	cac	enhanceable
Wnt5	DAAM	enhanceable
Dref	SkpA	suppressible
Lrrk	S6k	suppressible
ninaE	Dronc	suppressible
DNApol-α180|mei-41	p53	suppressible
rg	rl	suppressible
p53	ninaA	suppressible
ftz	ftz-f1	enhanceable
Ras85D|scrib	Timp	enhanceable
SkpA	wnd	enhanceable
GlyRS	corolla	suppressible
comt	Nsf2	suppressible
del	αTub84B	suppressible
IKKε	Diap1	suppressible
lok	heph	enhanceable
Hrb98DE|Parg	shg	suppressible
Dl	Su(H)	suppressible
sli	fra	suppressible
Ret	l(3)S012805	enhanceable
Dl	H	suppressible
Nsf2	ubl	suppressible
shtd	Cdk1	enhanceable
rho	tay	suppressible
e(y)3	mor	suppressible
Ras85D	ed	suppressible
DJ-1α	Pi3K92E	suppressible
AMPKα	S6k	suppressible
Egfr	fz	enhanceable
Ubqn	Vha100-1	suppressible
anchor	sax	enhanceable
sl	Sos	enhanceable
ci	wg	enhanceable
Marf	out	enhanceable
N	E(spl)m7-HLH	suppressible
mbl	bru1	enhanceable
TBPH	Hrb27C	suppressible
Dg	wg	suppressible
Adv	bs	enhanceable
H	ac|sc	suppressible
dom	brwl	enhanceable
pyd	emc	enhanceable
tsg	sog	suppressible
Egfr	Su(tor)2-321	suppressible
PlexB	trio	enhanceable
Egfr	Su(tor)2-180	enhanceable
SCCRO3	SCCRO	suppressible
DCTN1-p150	Su(Gl)160	enhanceable
H	ft	suppressible
shot	wnd	suppressible
N	Pak	suppressible
Ret	dj-1β	suppressible
pk	CG18858	suppressible
Abl	pros	suppressible
Wee1	mei-41	suppressible
Sgt1	polo	suppressible
btl|stumps	Raf	suppressible
Ser	N	enhanceable
Nsf2	cpo	enhanceable
cnk	Rap1	enhanceable
bsk	out	suppressible
pbl	RhoBTB	suppressible
ninaE	Dark	enhanceable
Fmr1	AGO1	enhanceable
Blos1	w	enhanceable
Pvr|hep	Diap1	suppressible
bul	soba	suppressible
Kr	ex	enhanceable
Ask1	Ddc	suppressible
shg	wg	enhanceable
chn	ebi	suppressible
nmo	tkv	suppressible
ft	vg	enhanceable
PTP-ER	Ras85D	suppressible
Dg	Rack1	suppressible
trio	LIMK1	suppressible
ksr::tor	chb	suppressible
N	erm	enhanceable
spz5	NT1	enhanceable
csw	Dsor1	suppressible
ey	Antp	suppressible
Ret	l(3)j2D5	suppressible
TkR99D	ci	enhanceable
mira	Su(Mir)3	suppressible
rho	Vps20	suppressible
Fancm	mus312	suppressible
Abl	dia	suppressible
Src42A	Su(SuRaf1)IV	suppressible
ct|lncRNA:flam	Su(var)3-7	suppressible
rux	S	suppressible
Ras85D|dlg1	sd	enhanceable
btl|stumps	btl::tor	enhanceable
rpr	eff	suppressible
btl|stumps	Dlc90F	suppressible
Pdk1	Tl	enhanceable
Dl	su(f)	suppressible
Kr	Eip75B	suppressible
DCTN1-p150	SG13	suppressible
eys|prom	Rho1	enhanceable
btl::Egfr	aos	suppressible
Zip89B	Zip42C.2	enhanceable
clu	Marf	enhanceable
Dcr-1	dap	suppressible
fmt	hep	enhanceable
hpo	Ack	enhanceable
spn-D	spn-A	enhanceable
rk	vn	enhanceable
h	ac	suppressible
orb2::Mmus_Cpeb2	orb2	suppressible
mam	emc	suppressible
pbl	ttk	suppressible
hh	Cdk4	enhanceable
Dad1	bsk	enhanceable
sev	dos	suppressible
smo	Su(var)2-10	suppressible
Egfr	Cbl	enhanceable
mav	Ret	suppressible
N	Hr3	suppressible
Inx2	Inx3	enhanceable
aos	Prp8	suppressible
tut	Cpsf5	enhanceable
kay	pigeon	suppressible
Pink1	pum	enhanceable
Ras85D	cno	suppressible
mew	if	suppressible
smo	eIF1A	suppressible
H	CG12084	enhanceable
Idh	Dark	enhanceable
egh	Pten	suppressible
shg	Fas3	enhanceable
RpII215	su(RpII215)S3	enhanceable
Diap1	w	suppressible
Lasp	osk	suppressible
Tango1	dpy	suppressible
S-Lap5	loopin-1	suppressible
slmb	E2f1	enhanceable
cno	ena	enhanceable
ro	Su(ro<up>DOM</up>)519	suppressible
Tl	cact	suppressible
mys	Itgbn	suppressible
spg	Ced-12	enhanceable
Med	Smurf	suppressible
mam	sgg	suppressible
pix	RpL14	suppressible
fh	Pdk1	suppressible
hdc	unk	enhanceable
Fak	Nf1	suppressible
hid	Imp	suppressible
Tm1|osk	mago	suppressible
Pten	InR	suppressible
gish|smo	Gprk2	suppressible
Rac1	RhoGAP93B	suppressible
N	trio	suppressible
DCTN1-p150|S	Dhc64C	suppressible
dom	lola	enhanceable
ninaE	Rh6	suppressible
Cln3	foxo	enhanceable
grim	Diap1	suppressible
Marf	kdn	suppressible
Pc	scf	enhanceable
chas	jbug	suppressible
put	I-2	enhanceable
btl|stumps	CG10433	suppressible
L	bsk	suppressible
sty	Fas2	suppressible
EcR	E(bx)	suppressible
lid	Stat92E	suppressible
l(2)gl|yki	Pfk	suppressible
mi	Cul4	suppressible
px	rho	enhanceable
gcm	Dfd	suppressible
ph-p	rept	suppressible
elav	fne	suppressible
pnr	EP639	enhanceable
B	Su(var)3-9	enhanceable
foi	Zip42C.1	enhanceable
ksr::tor	MESR6	suppressible
mad2	pll	suppressible
qvr	Gabat	suppressible
btl::Egfr	Cbl	suppressible
ninaE	Cdk5	suppressible
mei-41	CycA|CycB	suppressible
Zdhhc8	Ras64B	enhanceable
Pc	esc	suppressible
ato	ed	enhanceable
B	br	enhanceable
lola|psq|Dl	ct	suppressible
DAAM	fz	enhanceable
aos	E-3c1	enhanceable
grk	CSN5	suppressible
Ras64B	dpp	enhanceable
mor	EloA	enhanceable
arm	stg	suppressible
S	Krn	suppressible
crb	Schip1	enhanceable
Dfd	mor	enhanceable
Dfd	stout	suppressible
Mp20	Pax	enhanceable
dpp|lolal	tkv	suppressible
Msp300	GluRIIA	suppressible
Sxl	msl-2	suppressible
Spn28Dc	Hayan	suppressible
dom	Asciz	suppressible
Tudor-SN	piwi	enhanceable
S	ast	enhanceable
polyph	Eaat1	enhanceable
sgg	bsk	suppressible
mod(mdg4)|y	Trl	enhanceable
Cds	Pi3K92E	suppressible
upd1	Mob2	suppressible
so	gish	enhanceable
Adf1	stau	suppressible
Lrrk	Atg7	suppressible
Pink1	glo	suppressible
AdamTS-A	trol	enhanceable
grim	Buffy	suppressible
hh	sbb	suppressible
Ank2	futsch	suppressible
dar1	sw	enhanceable
peb	Cyt-c-p	suppressible
Tor	CG1139	enhanceable
mbf1	apt	enhanceable
Egfr	Ras85D	suppressible
Ras85D|sev	Taf6	suppressible
Bx	su(Hw)	enhanceable
vap	Rab5	enhanceable
bond|Pex10	Pex2	enhanceable
ato	Ras85D	enhanceable
Raf	Su(phl)7	enhanceable
rpr	Ras85D	suppressible
bs	tx	enhanceable
Pi3K92E|btl::Egfr	Rbf	suppressible
Gαq|rdgC	Arr2	suppressible
